Platform,Product,Price Current (SAR),Price Original (SAR),Discount %,Price Raw,Link
Noon,"Apple MacBook Air MW0Y3 With 13 Inch Display, M4 Chip 10-Core CPU 8-Core GPU | 16GB RAM | 256GB SSD | macOS | English/Arabic Starlight",4299,4499,4,"
4,299
4,499
#6 in Notebook Laptops
Free Delivery",https://www.noon.com/saudi-en/macbook-air-mw0y3-with-13-inch-display-m4-chip-10-core-cpu-8-core-gpu-16gb-ram-256gb-ssd-macos-english-arabic-starlight/N70154924V/p/?o=a444d6b8bbf6032f
Noon,"MSI Modern 14 Laptop With 14 Inch Full HD(1920X1080) IPS Display, Core 7-150U Processor/16GB RAM DDR4/512GB SSD/Windows 11 Home/ english_arabic Urban Silver",1999,2499,20,"
1,999
2,499
20% OFF
#29 in Notebook Laptops
Free Delivery",https://www.noon.com/saudi-en/modern-14-laptop-with-14-inch-full-hd-1920x1080-ips-display-core-7-150u-processor-16gb-ram-ddr4-512gb-ssd-windows-11-home-english-arabic-urban-silver/N70179773V/p/?o=e0ef2e459cf01d2f
Noon,"Lenovo IdeaPad Slim 3 Laptop With 15.3 Inch WUXGA (1920x1200) IPS Display, Core i5-13240H Processor/8GB RAM DDR5/512GB SSD/Windows 11 Home/Intel UHD Graphics/ English/Arabic Luna Grey",1899,2489,23,"
1,899
2,489
23% OFF
#12 in Notebook Laptops
Selling out fast",https://www.noon.com/saudi-en/ideapad-slim-3-laptop-with-15-3-inch-wuxga-1920x1200-ips-display-core-i5-13240h-processor-8gb-ram-ddr5-512gb-ssd-windows-11-home-intel-uhd-graphics-english-arabic-luna-grey/N70186745V/p/?o=ef82f5800bd1b62d
Noon,"Lenovo IdeaPad 1 Laptop With 15.6 Inch HD (1366x768) Display,Intel Celeron N4500 Processor/4GB RAM DDR4/256GB SSD/DOS(Without Windows)/Intel UHD Graphics/With Laptop Casual Toploader/ English/Arabic Cloud Grey",889,1099,19,"
889
1,099
19% OFF
Lowest price in 30 days
Free Delivery",https://www.noon.com/saudi-en/ideapad-1-laptop-with-15-6-inch-hd-1366x768-display-intel-celeron-n4500-processor-4gb-ram-ddr4-256gb-ssd-dos-without-windows-intel-uhd-graphics-with-laptop-casual-toploader-english-arabic-cloud-grey/N70158106V/p/?o=a9c45507ee60833d
Noon,Apple MacBook Air MC7X4 | 13.6 Inch Display | Apple M2 Chip | 8-Core CPU 8-Core GPU | 16GB RAM | 256GB SSD | macOS | English Keyboard | International Version | English Midnight,3171,4299,26,"
3,171
4,299
26% OFF
Free Delivery
Only 6 left in stock",https://www.noon.com/saudi-en/macbook-air-mc7x4-13-6-inch-display-apple-m2-chip-8-core-cpu-8-core-gpu-16gb-ram-256gb-ssd-macos-english-keyboard-international-version-english-midnight/N70127767V/p/?o=def192fb24d6437b
Noon,"Lenovo LOQ 151AX9E Gaming Laptop (Upgraded Version) With 15.6 Full HD IPS Display, Core i7-12650HX Processor/16GB RAM/512GB SSD/6GB NVIDIA GeForce RTX 4050 Graphics Card/Windows 11/ English/Arabic Luna Grey",3299,3699,10,"
3,299
3,699
10% OFF
Lowest price in 7 days
Free Delivery",https://www.noon.com/saudi-en/loq-151ax9e-gaming-laptop-upgraded-version-with-15-6-full-hd-ips-display-core-i7-12650hx-processor-16gb-ram-512gb-ssd-6gb-nvidia-geforce-rtx-4050-graphics-card-windows-11-english-arabic-luna-grey/N70162053V/p/?o=c3808159b7e09e8d
Noon,"Acemagic Gaming Laptop With 16 Inch Full HD (1920x1080) Display, Intel Alder Lake N97 Processor/16GB RAM DDR4/512GB SSD/Windows 11 Pro/ english grey",2299,N/A,N/A,"
2,299
Free Delivery
Only 1 left in stock",https://www.noon.com/saudi-en/acemagic-gaming-laptop-with-16-inch-full-hd-1920x1080-display-intel-alder-lake-n97-processor-16gb-ram-ddr4-512gb-ssd-windows-11-pro-english-grey/Z843BC5D7D8FBDF094D79Z/p/?o=z843bc5d7d8fbdf094d79z-1
Noon,"MSI Modern 14 Laptop With 14 Inch Full HD(1920X1080) Display, Core 7 150U Processor/16GB RAM DDR4/ 512GB SSD/Intel Graphics/Windows 11 Home/ english_arabic Grey",1999,2999,33,"
1,999
2,999
33% OFF
Lowest price in 30 days
Free Delivery",https://www.noon.com/saudi-en/modern-14-laptop-with-14-inch-full-hd-1920x1080-display-core-7-150u-processor-16gb-ram-ddr4-512gb-ssd-intel-graphics-windows-11-home-english-arabic-grey/N70190827V/p/?o=afa98e26f8feb60d
Noon,"ASUS Zenbook 14 Laptop With 14-Inch 3K (2880x1800) Display, Core Ultra 9-285H Processor/32GB RAM LPDDR5X/1TB SSD/Intel UHD 600 Graphics/Windows 11 Home+ Free Sleeve English/Arabic Ponder Blue",4799,6289,23,"
4,799
6,289
23% OFF
#15 in Notebook Laptops
#15 in Notebook Laptops",https://www.noon.com/saudi-en/zenbook-14-laptop-with-14-inch-3k-2880x1800-display-core-ultra-9-285h-processor-32gb-ram-lpddr5x-1tb-ssd-intel-uhd-600-graphics-windows-11-home-free-sleeve-english-arabic-ponder-blue/N70145677V/p/?o=dcd08b99459f280e
Noon,"HUAWEI Matebook D16 (Upgraded Version) Laptop With 16 Inch Full HD (1920x1080) Display, Core i5-13420H Processor/16GB RAM DDR5/512GB SSD/Windows 11 Pro + Microsoft Office English/Arabic Mystic Silver",2199,2499,12,"
2,199
2,499
12% OFF
#19 in Notebook Laptops
Free Delivery",https://www.noon.com/saudi-en/matebook-d16-upgraded-version-laptop-with-16-inch-full-hd-1920x1080-display-core-i5-13420h-processor-16gb-ram-ddr5-512gb-ssd-windows-11-pro-microsoft-office-english-arabic-mystic-silver/N70280303V/p/?o=bfdb7c596afdd33c
Noon,"Lenovo IdeaPad Slim 3 15IRH8 (Upgraded Version) Laptop With 15.6-Inch Full HD(1920X1080) Display, Core i5-13420H Processor/16GB RAM DDR5/512GB SSD/Intel UHD Graphics/Windows 11 English/Arabic Arctic Grey",1949,2399,18,"
1,949
2,399
18% OFF
#24 in Notebook Laptops
Free Delivery",https://www.noon.com/saudi-en/ideapad-slim-3-15irh8-upgraded-version-laptop-with-15-6-inch-full-hd-1920x1080-display-core-i5-13420h-processor-16gb-ram-ddr5-512gb-ssd-intel-uhd-graphics-windows-11-english-arabic-arctic-grey/N70148976V/p/?o=b223af312d7c12ac
Noon,"Acer Aspire lite (Upgraded Version) Laptop With 15.6 Inch Full HD (1920x1080) Display IPS, Core i7-13620H Processor/16GB RAM DDR5/512GB SSD/Windows 11/ English/Arabic Silver",2018,2499,19,"
2,018
2,499
19% OFF
#38 in Notebook Laptops
Lowest price in 7 days",https://www.noon.com/saudi-en/aspire-lite-upgraded-version-laptop-with-15-6-inch-full-hd-1920x1080-display-ips-core-i7-13620h-processor-16gb-ram-ddr5-512gb-ssd-windows-11-english-arabic-silver/N70278071V/p/?o=f2708b711861d1cb
Noon,"Apple MacBook Air MW0W3 With 13 Inch Display, M4 Chip 10-Core CPU 8-Core GPU | 16GB RAM | 256GB SSD | macOS | English/Arabic Silver",4199,4499,6,"
4,199
4,499
6% OFF
#18 in Notebook Laptops
#18 in Notebook Laptops",https://www.noon.com/saudi-en/macbook-air-mw0w3-with-13-inch-display-m4-chip-10-core-cpu-8-core-gpu-16gb-ram-256gb-ssd-macos-english-arabic-silver/N70154930V/p/?o=da2dafbb8a73836d
Noon,Apple MacBook Air MC7W4 | 13.6 Inch Display | Apple M2 Chip | 8-Core CPU 8-Core GPU | 16GB RAM | 256GB SSD | macOS | English And Arabic Keyboard | English/Arabic Starlight,3119,N/A,N/A,"
3,119
#23 in Notebook Laptops
Lowest price in 7 days",https://www.noon.com/saudi-en/macbook-air-mc7w4-13-6-inch-display-apple-m2-chip-8-core-cpu-8-core-gpu-16gb-ram-256gb-ssd-macos-english-and-arabic-keyboard-english-arabic-starlight/N70127772V/p/?o=fb75a9057a714a6e
Noon,"ASUS E510MA-BR583 Laptop With 15.6 Inch HD Display, Celeron N4020 Processor/4GB RAM DDR4/256GB SSD/DOS(Without Windows)/Intel UHD 600/ English/Arabic Black",830,1099,24,"
830
1,099
24% OFF
#26 in Notebook Laptops
Free Delivery
Only 5 left in stock",https://www.noon.com/saudi-en/e510ma-br583-laptop-with-15-6-inch-hd-display-celeron-n4020-processor-4gb-ram-ddr4-256gb-ssd-dos-without-windows-intel-uhd-600-english-arabic-black/N70019676V/p/?o=c20d75abf0b372ce
Noon,"HP 250R G10 (Upgraded Version) Laptop With 15.6 Inch Full HD (1920X1080) Display, Core 3-100U Processor/8GB RAM DDR4/512GB SSD/Intel UHD Graphics/Windows 11 Pro/ English/Arabic Silver",1399,1599,12,"
1,399
1,599
12% OFF
#34 in Notebook Laptops
Free Delivery
Only 4 left in stock",https://www.noon.com/saudi-en/250r-g10-upgraded-version-laptop-with-15-6-inch-full-hd-1920x1080-display-core-3-100u-processor-8gb-ram-ddr4-512gb-ssd-intel-uhd-graphics-windows-11-pro-english-arabic-silver/N70259516V/p/?o=c2d6a5034d0fcb0a
Noon,"Apple MacBook Air MC6U4 With 13 Inch Display, M4 Chip 10-Core CPU 10-Core GPU | 16GB RAM | 512GB SSD | macOS | English/Arabic Sky Blue",5299,5499,4,"
5,299
5,499
#10 in Notebook Laptops
Free Delivery
Only 1 left in stock",https://www.noon.com/saudi-en/macbook-air-mc6u4-with-13-inch-display-m4-chip-10-core-cpu-10-core-gpu-16gb-ram-512gb-ssd-macos-english-arabic-sky-blue/N70154929V/p/?o=ea08d1c5a47834fc
Noon,"Lenovo IdeaPad 1 Laptop With 15.6-Inch Display, Ryzen 3 7320U Processor/4GB RAM/256GB SSD/AMD Radeon Graphics/Windows 11 English/Arabic Artic Grey English/Arabic Artic Grey",1699,N/A,N/A,"
1,699
#36 in Notebook Laptops
Free Delivery
#36 in Notebook Laptops",https://www.noon.com/saudi-en/ideapad-1-laptop-with-15-6-inch-display-ryzen-3-7320u-processor-4gb-ram-256gb-ssd-amd-radeon-graphics-windows-11-english-arabic-artic-grey-english-arabic-artic-grey/N70126833V/p/?o=bfeaa21b8f06099c
Noon,"Lenovo Ideapad Slim 3 (Upgraded Version) Laptop With 15.6 Inch Full HD (1920x1080) Display, Intel Core i3-N305 Processor/8GB RAM DDR5/512GB SSD/Windows 11 Pro/ English/Arabic Arctic Grey",1469,1599,8,"
1,469
1,599
8% OFF
#33 in Notebook Laptops
Free Delivery
Only 1 left in stock",https://www.noon.com/saudi-en/ideapad-slim-3-upgraded-version-laptop-with-15-6-inch-full-hd-1920x1080-display-intel-core-i3-n305-processor-8gb-ram-ddr5-512gb-ssd-windows-11-pro-english-arabic-arctic-grey/N70148964V/p/?o=e4d44e86fa49173e
Noon,"Apple MacBook Air MW0X3 With 13 Inch Display, M4 Chip 10-Core CPU 10-Core GPU | 16GB RAM | 512GB SSD | macOS | English/Arabic Silver",4889,5449,10,"
4,889
5,449
10% OFF
Free Delivery
Only 1 left in stock
#46 in Notebook Laptops",https://www.noon.com/saudi-en/macbook-air-mw0x3-with-13-inch-display-m4-chip-10-core-cpu-10-core-gpu-16gb-ram-512gb-ssd-macos-english-arabic-silver/N70154919V/p/?o=de31adc44e743b2b
Noon,"ASUS TUF F16 Gaming (2025) Laptop With 16 Inch WUXGA(1920x1200) Display,Intel Core i7-14650HX Processor/16GB RAM DDR5/1TB SSD/8GB NVIDIA GeForce RTX 5060 Graphics /Windows 11 Home/ Arabic Jaeger Gray",5499,6289,12,"
5,499
6,289
12% OFF
#22 in Notebook Laptops
Lowest price in 7 days
#22 in Notebook Laptops",https://www.noon.com/saudi-en/tuf-f16-gaming-2025-laptop-with-16-inch-wuxga-1920x1200-display-intel-core-i7-14650hx-processor-16gb-ram-ddr5-1tb-ssd-8gb-nvidia-geforce-rtx-5060-graphics-windows-11-home-arabic-jaeger-gray/N70189688V/p/?o=fe2891ed83c3d59e
Noon,"Lenovo IdeaPad Slim Laptop With 14 Inch Full HD (1920x1080) Display,Intel Core i3 N355 Processor/8GB RAM DDR5/512GB SSD/Integrated Intel Graphics/Windows 11 Home/ English/Arabic Arctic Grey",1589,1889,15,"
1,589
1,889
15% OFF
Free Delivery
Only 2 left in stock
#28 in Notebook Laptops",https://www.noon.com/saudi-en/ideapad-slim-laptop-with-14-inch-full-hd-1920x1080-display-intel-core-i3-n355-processor-8gb-ram-ddr5-512gb-ssd-integrated-intel-graphics-windows-11-home-english-arabic-arctic-grey/N70170135V/p/?o=f8359f7b351e870e
Noon,"HP 15-fc0013nx Laptop With 15.6 Inch Full HD (1920X1080) Display, AMD Ryzen 7-5825U Processor/16GB RAM DDR4/512GB SSD/AMD Radeon Graphics/Windows 11/ English/Arabic Natural Silver",2679,2799,4,"
2,679
2,799
#31 in Notebook Laptops
Free Delivery
Selling out fast",https://www.noon.com/saudi-en/15-fc0013nx-laptop-with-15-6-inch-full-hd-1920x1080-display-amd-ryzen-7-5825u-processor-16gb-ram-ddr4-512gb-ssd-amd-radeon-graphics-windows-11-english-arabic-natural-silver/N70259313V/p/?o=b654da88767fbc7a
Noon,"HP G10 (Upgraded Version) Laptop With 15.6 Inch Full HD (1920X1080) Display, AMD Ryzen 7-7730U Processor/16GB RAM DDR4/512GB SSD/AMD Radeon Graphics/Windows 11 Pro/ English/Arabic Turbo Silver",2299,2899,20,"
2,299
2,899
20% OFF
#35 in Notebook Laptops
Lowest price in 30 days
Free Delivery",https://www.noon.com/saudi-en/g10-upgraded-version-laptop-with-15-6-inch-full-hd-1920x1080-display-amd-ryzen-7-7730u-processor-16gb-ram-ddr4-512gb-ssd-amd-radeon-graphics-windows-11-pro-english-arabic-turbo-silver/N70268935V/p/?o=bc53c4b8abe8de4b
Noon,"HP 250 G10 (Upgraded Version) Laptop With 15.6 Inch Full HD (1920x1080) IPS Display, Core i3-1315U Processor/8GB RAM DDR4/512GB SSD/Intel UHD Graphics/ Windows 11/ English/Arabic Turbo Silver",1449,1599,9,"
1,449
1,599
9% OFF
#40 in Notebook Laptops
Free Delivery
#40 in Notebook Laptops",https://www.noon.com/saudi-en/250-g10-upgraded-version-laptop-with-15-6-inch-full-hd-1920x1080-ips-display-core-i3-1315u-processor-8gb-ram-ddr4-512gb-ssd-intel-uhd-graphics-windows-11-english-arabic-turbo-silver/N70153737V/p/?o=d72e32c99fff54db
Noon,"HP 255 G10 (Upgraded Version) Laptop With 15.6 Inch Full HD (1920X1080) Display, AMD Ryzen 5-7530U Processor/16GB RAM DDR4/512GB SSD/Windows 11 Pro/AMD Radeon Graphics/ Turbo English/Arabic Turbo Silver",2275,2699,15,"
2,275
2,699
15% OFF
#45 in Notebook Laptops
Free Delivery
#45 in Notebook Laptops",https://www.noon.com/saudi-en/255-g10-upgraded-version-laptop-with-15-6-inch-full-hd-1920x1080-display-amd-ryzen-5-7530u-processor-16gb-ram-ddr4-512gb-ssd-windows-11-pro-amd-radeon-graphics-turbo-english-arabic-turbo-silver/N70140631V/p/?o=fb6a9218a20b73fe
Noon,"Acer Aspire lite Laptop With 15.6 Inch Full HD (1920x1080) Display IPS, Core i7-13620H Processor/16GB RAM DDR5/512GB SSD/DOS(Without Windows)/ English/Arabic Silver",2099,2499,16,"
2,099
2,499
16% OFF
Free Delivery
Free Delivery",https://www.noon.com/saudi-en/aspire-lite-laptop-with-15-6-inch-full-hd-1920x1080-display-ips-core-i7-13620h-processor-16gb-ram-ddr5-512gb-ssd-dos-without-windows-english-arabic-silver/N70267323V/p/?o=f3cac0318059beed
Noon,"ASUS Vivobook 15 Laptop With 15.6-Inch Full HD Display, Core i7-1355U Processor/16GB RAM/512GB SSD/Windows 11/Intel UHD Graphics/ Arabic Cool Silver",2619,3499,25,"
2,619
3,499
25% OFF
#42 in Notebook Laptops
Free Delivery
Only 1 left in stock",https://www.noon.com/saudi-en/vivobook-15-laptop-with-15-6-inch-full-hd-display-core-i7-1355u-processor-16gb-ram-512gb-ssd-windows-11-intel-uhd-graphics-arabic-cool-silver/N53420741A/p/?o=dec8669445118daa
Noon,"Lenovo IdeaPad Slim 3 15ITN9 Laptop With 15.6 Inch Full HD (1920x1080) Display, Intel N150 Processor/8GB RAM DDR5/128GB SSD/Windows 11/ English/Arabic Arctic Grey",1349,N/A,N/A,"
1,349
Free Delivery
Free Delivery",https://www.noon.com/saudi-en/ideapad-slim-3-15itn9-laptop-with-15-6-inch-full-hd-1920x1080-display-intel-n150-processor-8gb-ram-ddr5-128gb-ssd-windows-11-english-arabic-arctic-grey/N70285181V/p/?o=a840cda2d8e960ac
Noon,"ASUS TUF F16 Gaming (2025) Laptop With 16 Inch FHD+ Display,Intel Core i7-14650HX Processor/16GB RAM DDR5/1TB SSD/8GB NVIDIA GeForce RTX 5050 Graphics /Windows 11 Home/ English/Arabic Jaeger Gray",4999,5999,16,"
4,999
5,999
16% OFF
#18 in Notebook Laptops
Free Delivery
#18 in Notebook Laptops",https://www.noon.com/saudi-en/tuf-f16-gaming-2025-laptop-with-16-inch-fhd-display-intel-core-i7-14650hx-processor-16gb-ram-ddr5-1tb-ssd-8gb-nvidia-geforce-rtx-5050-graphics-windows-11-home-english-arabic-jaeger-gray/N70189680V/p/?o=a79bb626d6cdc83c
Noon,"ASUS TUF A16 Gaming (2025) Laptop With 16-Inch FHD+ Display, AMD Ryzen 7-260 Processor/16GB RAM/512GB SSD/8GB NVIDIA GeForce RTX 5050 Graphics/Windows 11 Home Arabic Jaeger Gray",4289,7289,41,"
4,289
7,289
41% OFF
Free Delivery
Only 1 left in stock
Free Delivery",https://www.noon.com/saudi-en/tuf-a16-gaming-2025-laptop-with-16-inch-fhd-display-amd-ryzen-7-260-processor-16gb-ram-512gb-ssd-8gb-nvidia-geforce-rtx-5050-graphics-windows-11-home-arabic-jaeger-gray/N70189679V/p/?o=d6a02cbf8785215a
Noon,"HUAWEI Matebook D16 (Upgraded Version) Laptop With 16 Inch Full HD (1920x1080) Display, Core i5-13420H Processor/16GB RAM DDR5/512GB SSD/Windows 11 Pro+ Dicota Mouse+ Dicota Bag English/Arabic Mystic Silver",2199,2499,12,"
2,199
2,499
12% OFF
#40 in Notebook Laptops
Free Delivery
#40 in Notebook Laptops",https://www.noon.com/saudi-en/matebook-d16-upgraded-version-laptop-with-16-inch-full-hd-1920x1080-display-core-i5-13420h-processor-16gb-ram-ddr5-512gb-ssd-windows-11-pro-dicota-mouse-dicota-bag-english-arabic-mystic-silver/N70280302V/p/?o=dc8efb5bd114af9c
Noon,"Lenovo IdeaPad Slim 3 Laptop With 15.3 Inch WUXGA (1920x1200) IPS Display, Core i7-13620H Processor/24GB RAM DDR5/512GB SSD/Intel UHD Graphics/Windows 11 Home+ Laptop Bag English/Arabic Luna Grey",2699,3999,32,"
2,699
3,999
32% OFF
#30 in Notebook Laptops
#30 in Notebook Laptops",https://www.noon.com/saudi-en/ideapad-slim-3-laptop-with-15-3-inch-wuxga-1920x1200-ips-display-core-i7-13620h-processor-24gb-ram-ddr5-512gb-ssd-intel-uhd-graphics-windows-11-home-laptop-bag-english-arabic-luna-grey/N70188472V/p/?o=cec85406fde2d2cf
Noon,"Acer Aspire Lite AL16 Laptop With 16 Inch WUXGA (1920X1200) Display, Core i5-1334U Processor/8GB RAM DDR5/512GB SSD/Intel UHD Graphics/DOS(Without Windows)/ English/Arabic Silver",1649,1899,13,"
1,649
1,899
13% OFF
Lowest price in 30 days
Free Delivery
Lowest price in 30 days",https://www.noon.com/saudi-en/aspire-lite-al16-laptop-with-16-inch-wuxga-1920x1200-display-core-i5-1334u-processor-8gb-ram-ddr5-512gb-ssd-intel-uhd-graphics-dos-without-windows-english-arabic-silver/N70166186V/p/?o=f485e70d0aa144da
Noon,"DELL 2024 Inspiron 3530 Think & Laptop With 15.6-Inch Full HD (1920x1080) Display,Core i5-1334U Processor/8GB RAM DDR4/512GB SSD/Intel UHD Graphics/DOS(Without Windows)/ English/Arabic Black",1749,2499,30,"
1,749
2,499
30% OFF
Free Delivery
Free Delivery",https://www.noon.com/saudi-en/2024-inspiron-3530-think-laptop-with-15-6-inch-full-hd-1920x1080-display-core-i5-1334u-processor-8gb-ram-ddr4-512gb-ssd-intel-uhd-graphics-dos-without-windows-english-arabic-black/N70112785V/p/?o=e3282f20ce2c40be
Noon,"HP 255 G10 Laptop With 15.6 Inch Full HD (1920X1080) Display, AMD Ryzen 5-7535U Processor/16GB RAM DDR5/512GB SSD/DOS(Without Windows)/AMD Radeon Graphics/ English/Arabic Black",1845,N/A,N/A,"
1,845
Free Delivery
Free Delivery",https://www.noon.com/saudi-en/255-g10-laptop-with-15-6-inch-full-hd-1920x1080-display-amd-ryzen-5-7535u-processor-16gb-ram-ddr5-512gb-ssd-dos-without-windows-amd-radeon-graphics-english-arabic-black/N70278091V/p/?o=e3370cabed69d67d
Noon,"ASUS ROG Strix G16 Gaming Laptop With 16 Inch WUXGA(1920X1200) Display 165Hz,Intel Core i7-14650HX Processor/16GB DDR7 RAM/1TB SSD/8GB NVIDIA GeForce RTX 5050 Graphics/Windows 11 Home/ English/Arabic Gray",7299,N/A,N/A,"
7,299
#42 in Notebook Laptops
Free Delivery
Selling out fast",https://www.noon.com/saudi-en/rog-strix-g16-gaming-laptop-with-16-inch-wuxga-1920x1200-display-165hz-intel-core-i7-14650hx-processor-16gb-ddr7-ram-1tb-ssd-8gb-nvidia-geforce-rtx-5050-graphics-windows-11-home-english-arabic-gray/N70199508V/p/?o=b6bcb4259536e66e
Noon,"ASUS ProArt PX13 Laptop With 13.3 Inch 3K OLED Touchscreen (2880×1800) Display 60Hz,AMD Ryzen AI 9 HX 370 Processor/32GB DDR5 RAM/1TB SSD/6GB NVIDIA GeForce RTX 4050 Graphics/Windows 11 Home/ English/Arabic Nano Black",5189,7489,30,"
5,189
7,489
30% OFF
Lowest price in a year
Free Delivery
Lowest price in a year",https://www.noon.com/saudi-en/proart-px13-laptop-with-13-3-inch-3k-oled-touchscreen-2880-1800-display-60hz-amd-ryzen-ai-9-hx-370-processor-32gb-ddr5-ram-1tb-ssd-6gb-nvidia-geforce-rtx-4050-graphics-windows-11-home-english-arabic-nano-black/N70195939V/p/?o=d3d895c1edde466f
