Platform,Product,Price Current (SAR),Price Original (SAR),Discount %,Price Raw,Link
Amazon,"IdeaTab Dimensity 6300, RAM 8GB, Storage 128GB, 11.5"" 2.5K IPS 500 nits 90HZ, Rear 8MP, Front 5MP, 4 Speakers, Wi-Fi, Metal, 7040mAH, Color Luna Gray, Bluetooth 5.2, Folio Keyboard + Lenovo Tab Pen","12,777
.",,,"12,777
.",https://www.amazon.eg/-/en/sspa/click?ie=UTF8&spc=MTo4NjA4NDk1MjU2OTg1ODQ2OjE3NzExNDc0NjM6c3BfbXRmOjMwMDkzNjM3OTIwODEzMjo6MDo6&url=%2FDimensity-Speakers-Bluetooth-Keyboard-Lenovo%2Fdp%2FB0FT8Q7B5B%2Fref%3Dsr_1_23_sspa%3Fdib%3DeyJ2IjoiMSJ9.yaoaIgJ9SjPUDLMU1KuLa7JdoHT8gAgVOxnvbfpEi3-5XMmrt9vKYbqqp-pCmCy7TK79lzhGqHYCJvyGVZ0lixM7-2FVW6rB7CuSYdkeZo4tXRwYblhNnBVDFonSt6JcAqSOI-MQ2lDAHj8uhVLCvxe4MG59TsodOga0_lIFaVcPIZn7LhPrII9dJibTMKEwNZulQKUs-y8OIIye8Wxe41Dfzx3CQCg3PtMlapSzSA6bwU6agHoUDBB-hHt14T-T680jx2XR2PEHPo7-mVEVsTeAGDqPorUuDJHR7SPrOBM.ZTDllIa3AswaIv6JKsARsNihxhb2OAJ5AwIZdUY_Hrc%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1771147463%26sr%3D8-23-spons%26aref%3DRovfz5Jesd%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1&aref=Rovfz5Jesd&sp_cr=DUB
Amazon,"IdeaTab Dimensity 6300, RAM 8GB, Storage 128GB, 11.5"" 2.5K IPS 500 nits 90HZ, Rear 8MP, Front 5MP, 4 Speakers, Wi-Fi, Metal, 7040mAH, Color Luna Gray, Bluetooth 5.2, Folio Case + Lenovo Tab Pen","10,999
.",,,"10,999
.",https://www.amazon.eg/-/en/sspa/click?ie=UTF8&spc=MTo4NjA4NDk1MjU2OTg1ODQ2OjE3NzExNDc0NjM6c3BfbXRmOjMwMDkzNjM3OTIwODAzMjo6MDo6&url=%2FIdeaTab-Dimensity-Speakers-Bluetooth-Lenovo%2Fdp%2FB0GK2RPHF4%2Fref%3Dsr_1_24_sspa%3Fdib%3DeyJ2IjoiMSJ9.yaoaIgJ9SjPUDLMU1KuLa7JdoHT8gAgVOxnvbfpEi3-5XMmrt9vKYbqqp-pCmCy7TK79lzhGqHYCJvyGVZ0lixM7-2FVW6rB7CuSYdkeZo4tXRwYblhNnBVDFonSt6JcAqSOI-MQ2lDAHj8uhVLCvxe4MG59TsodOga0_lIFaVcPIZn7LhPrII9dJibTMKEwNZulQKUs-y8OIIye8Wxe41Dfzx3CQCg3PtMlapSzSA6bwU6agHoUDBB-hHt14T-T680jx2XR2PEHPo7-mVEVsTeAGDqPorUuDJHR7SPrOBM.ZTDllIa3AswaIv6JKsARsNihxhb2OAJ5AwIZdUY_Hrc%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1771147463%26sr%3D8-24-spons%26aref%3DBIQnsZQIRI%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1&aref=BIQnsZQIRI&sp_cr=DUB
Amazon,Latitude Dell E6420 14 LED Intel Core i5 i52520M 2.50gHz 4GB DDR3 320GB Hdd Dvd-Writer HD 3000 Graphics Bluetooth Notebook,"8,864
.",,,"8,864
.",https://www.amazon.eg/-/en/Latitude-E6420-Dvd-Writer-Graphics-Bluetooth/dp/B007PN2L3Y/ref=sr_1_25?dib=eyJ2IjoiMSJ9.yaoaIgJ9SjPUDLMU1KuLa7JdoHT8gAgVOxnvbfpEi3-5XMmrt9vKYbqqp-pCmCy7TK79lzhGqHYCJvyGVZ0lixM7-2FVW6rB7CuSYdkeZo4tXRwYblhNnBVDFonSt6JcAqSOI-MQ2lDAHj8uhVLCvxe4MG59TsodOga0_lIFaVcPIZn7LhPrII9dJibTMKEwNZulQKUs-y8OIIye8Wxe41Dfzx3CQCg3PtMlapSzSA6bwU6agHoUDBB-hHt14T-T680jx2XR2PEHPo7-mVEVsTeAGDqPorUuDJHR7SPrOBM.ZTDllIa3AswaIv6JKsARsNihxhb2OAJ5AwIZdUY_Hrc&dib_tag=se&keywords=laptop&qid=1771147463&sr=8-25
Amazon,"MSI Modern 14 C12MO | Intel i7 1215U | Iris Xe Graphics | Gen3x4 512GB NVMe PCIe SSD | 8GB DDR4 (3200MHz) | 14"" FHD 60Hz 45% NTSC IPS | Classic Black | 1 Year Local Warranty","27,436
.",,,"27,436
.",https://www.amazon.eg/-/en/MSI-Graphics-3200MHz-Classic-Warranty/dp/B0D92BL6GN/ref=sr_1_26?dib=eyJ2IjoiMSJ9.yaoaIgJ9SjPUDLMU1KuLa7JdoHT8gAgVOxnvbfpEi3-5XMmrt9vKYbqqp-pCmCy7TK79lzhGqHYCJvyGVZ0lixM7-2FVW6rB7CuSYdkeZo4tXRwYblhNnBVDFonSt6JcAqSOI-MQ2lDAHj8uhVLCvxe4MG59TsodOga0_lIFaVcPIZn7LhPrII9dJibTMKEwNZulQKUs-y8OIIye8Wxe41Dfzx3CQCg3PtMlapSzSA6bwU6agHoUDBB-hHt14T-T680jx2XR2PEHPo7-mVEVsTeAGDqPorUuDJHR7SPrOBM.ZTDllIa3AswaIv6JKsARsNihxhb2OAJ5AwIZdUY_Hrc&dib_tag=se&keywords=laptop&qid=1771147463&sr=8-26
Amazon,"Lenovo IP Slim 15IRH8: Ci5-13420H, 8GB, 512GB SSD, Intel UHD, 15.3"" WUXGA 1920 x 1200, 300nits, Grey with Aluminium Top","23,999
.",,,"23,999
.",https://www.amazon.eg/-/en/Lenovo-Slim-15IRH8-Ci5-13420H-Aluminium/dp/B0GCFHSM86/ref=sr_1_27?dib=eyJ2IjoiMSJ9.yaoaIgJ9SjPUDLMU1KuLa7JdoHT8gAgVOxnvbfpEi3-5XMmrt9vKYbqqp-pCmCy7TK79lzhGqHYCJvyGVZ0lixM7-2FVW6rB7CuSYdkeZo4tXRwYblhNnBVDFonSt6JcAqSOI-MQ2lDAHj8uhVLCvxe4MG59TsodOga0_lIFaVcPIZn7LhPrII9dJibTMKEwNZulQKUs-y8OIIye8Wxe41Dfzx3CQCg3PtMlapSzSA6bwU6agHoUDBB-hHt14T-T680jx2XR2PEHPo7-mVEVsTeAGDqPorUuDJHR7SPrOBM.ZTDllIa3AswaIv6JKsARsNihxhb2OAJ5AwIZdUY_Hrc&dib_tag=se&keywords=laptop&qid=1771147463&sr=8-27
Amazon,"Lenovo IdeaPad 5 2-in-1, Notebook Convertible 14"", WUXGA (1920x1200) Display 60Hz, Intel Core i5-13420H, Intel UHD Graphics, 16GB RAM, 512GB SSD M.2, WiFi 6, Windows 11 - Luna Grey","36,888
.",,,"36,888
.",https://www.amazon.eg/-/en/Lenovo-Notebook-Convertible-1920x1200-i5-13420H/dp/B0DHYFQW4J/ref=sr_1_28?dib=eyJ2IjoiMSJ9.yaoaIgJ9SjPUDLMU1KuLa7JdoHT8gAgVOxnvbfpEi3-5XMmrt9vKYbqqp-pCmCy7TK79lzhGqHYCJvyGVZ0lixM7-2FVW6rB7CuSYdkeZo4tXRwYblhNnBVDFonSt6JcAqSOI-MQ2lDAHj8uhVLCvxe4MG59TsodOga0_lIFaVcPIZn7LhPrII9dJibTMKEwNZulQKUs-y8OIIye8Wxe41Dfzx3CQCg3PtMlapSzSA6bwU6agHoUDBB-hHt14T-T680jx2XR2PEHPo7-mVEVsTeAGDqPorUuDJHR7SPrOBM.ZTDllIa3AswaIv6JKsARsNihxhb2OAJ5AwIZdUY_Hrc&dib_tag=se&keywords=laptop&qid=1771147463&sr=8-28
Amazon,"Dell Latitude 5310 2 in 1 Laptop Touch Screen 13.3"" FHD (1920 x 1080), Intel Core i7-10610U 1.8GHz, 512GB SSD, 16GB RAM, US QWERTY Keyboard, Windows 11 Pro (Renewed)","23,000
.",,,"23,000
.",https://www.amazon.eg/-/en/Dell-Latitude-5310-i7-10610U-Keyboard/dp/B0G7XLJKD8/ref=sr_1_29?dib=eyJ2IjoiMSJ9.yaoaIgJ9SjPUDLMU1KuLa7JdoHT8gAgVOxnvbfpEi3-5XMmrt9vKYbqqp-pCmCy7TK79lzhGqHYCJvyGVZ0lixM7-2FVW6rB7CuSYdkeZo4tXRwYblhNnBVDFonSt6JcAqSOI-MQ2lDAHj8uhVLCvxe4MG59TsodOga0_lIFaVcPIZn7LhPrII9dJibTMKEwNZulQKUs-y8OIIye8Wxe41Dfzx3CQCg3PtMlapSzSA6bwU6agHoUDBB-hHt14T-T680jx2XR2PEHPo7-mVEVsTeAGDqPorUuDJHR7SPrOBM.ZTDllIa3AswaIv6JKsARsNihxhb2OAJ5AwIZdUY_Hrc&dib_tag=se&keywords=laptop&qid=1771147463&sr=8-29
Amazon,"HP EliteBook 745 G6 Laptop, 14 Inch FHD(1920x1080) Notebook, AMD Ryzen 5 3500U, 16GB RAM, 256GB SSD, Webcam, WiFi, Bluetooth Windows 10 Pro 64-bit(Renewed)","17,000
.",,,"17,000
.",https://www.amazon.eg/-/en/HP-EliteBook-745-G6-1920x1080/dp/B0CKMXTFJY/ref=sr_1_30?dib=eyJ2IjoiMSJ9.yaoaIgJ9SjPUDLMU1KuLa7JdoHT8gAgVOxnvbfpEi3-5XMmrt9vKYbqqp-pCmCy7TK79lzhGqHYCJvyGVZ0lixM7-2FVW6rB7CuSYdkeZo4tXRwYblhNnBVDFonSt6JcAqSOI-MQ2lDAHj8uhVLCvxe4MG59TsodOga0_lIFaVcPIZn7LhPrII9dJibTMKEwNZulQKUs-y8OIIye8Wxe41Dfzx3CQCg3PtMlapSzSA6bwU6agHoUDBB-hHt14T-T680jx2XR2PEHPo7-mVEVsTeAGDqPorUuDJHR7SPrOBM.ZTDllIa3AswaIv6JKsARsNihxhb2OAJ5AwIZdUY_Hrc&dib_tag=se&keywords=laptop&qid=1771147463&sr=8-30
Amazon,"Lenovo LOQ 15IAX9 Gaming Laptop, Intel Core i5 12450HX, 12GB RAM, 512GB SSD, RTX 2050 4GB, 15.6"" 144Hz, Win11, Luna Grey, 2 Years Warranty - 83GS00SKED","33,499
.",,,"33,499
.",https://www.amazon.eg/-/en/Lenovo-15IAX9-Gaming-12450HX-Warranty/dp/B0G1Z9NSX7/ref=sr_1_31?dib=eyJ2IjoiMSJ9.yaoaIgJ9SjPUDLMU1KuLa7JdoHT8gAgVOxnvbfpEi3-5XMmrt9vKYbqqp-pCmCy7TK79lzhGqHYCJvyGVZ0lixM7-2FVW6rB7CuSYdkeZo4tXRwYblhNnBVDFonSt6JcAqSOI-MQ2lDAHj8uhVLCvxe4MG59TsodOga0_lIFaVcPIZn7LhPrII9dJibTMKEwNZulQKUs-y8OIIye8Wxe41Dfzx3CQCg3PtMlapSzSA6bwU6agHoUDBB-hHt14T-T680jx2XR2PEHPo7-mVEVsTeAGDqPorUuDJHR7SPrOBM.ZTDllIa3AswaIv6JKsARsNihxhb2OAJ5AwIZdUY_Hrc&dib_tag=se&keywords=laptop&qid=1771147463&sr=8-31
Amazon,"Dell Vostro 3530 Laptop - 13th Intel Core i7-1355U 10-Cores, 8GB RAM, 512GB SSD, Intel UHD Graphics, 15.6"" FHD (1920 x 1080) 120Hz 250 nits Anti-Glare LED Backlit Narrow border, Ubuntu - Carbon Black","27,999
.",,,"27,999
.",https://www.amazon.eg/-/en/Dell-Vostro-3530-Laptop-Anti-Glare/dp/B0DVT1FDWC/ref=sr_1_32?dib=eyJ2IjoiMSJ9.yaoaIgJ9SjPUDLMU1KuLa7JdoHT8gAgVOxnvbfpEi3-5XMmrt9vKYbqqp-pCmCy7TK79lzhGqHYCJvyGVZ0lixM7-2FVW6rB7CuSYdkeZo4tXRwYblhNnBVDFonSt6JcAqSOI-MQ2lDAHj8uhVLCvxe4MG59TsodOga0_lIFaVcPIZn7LhPrII9dJibTMKEwNZulQKUs-y8OIIye8Wxe41Dfzx3CQCg3PtMlapSzSA6bwU6agHoUDBB-hHt14T-T680jx2XR2PEHPo7-mVEVsTeAGDqPorUuDJHR7SPrOBM.ZTDllIa3AswaIv6JKsARsNihxhb2OAJ5AwIZdUY_Hrc&dib_tag=se&keywords=laptop&qid=1771147463&sr=8-32
Amazon,"HP Elitebook 745 G6 14"" FHD Laptop, AMD Ryzen 7 Pro 3700U 2.4GHz-4.0GHz, 16GB RAM, 512GB SSD, Fingerprint, Windows 10 Pro (Renewed)","20,000
.",,,"20,000
.",https://www.amazon.eg/-/en/HP-Elitebook-745-2-4GHz-4-0GHz-Fingerprint/dp/B0CST15L4R/ref=sr_1_33?dib=eyJ2IjoiMSJ9.yaoaIgJ9SjPUDLMU1KuLa7JdoHT8gAgVOxnvbfpEi3-5XMmrt9vKYbqqp-pCmCy7TK79lzhGqHYCJvyGVZ0lixM7-2FVW6rB7CuSYdkeZo4tXRwYblhNnBVDFonSt6JcAqSOI-MQ2lDAHj8uhVLCvxe4MG59TsodOga0_lIFaVcPIZn7LhPrII9dJibTMKEwNZulQKUs-y8OIIye8Wxe41Dfzx3CQCg3PtMlapSzSA6bwU6agHoUDBB-hHt14T-T680jx2XR2PEHPo7-mVEVsTeAGDqPorUuDJHR7SPrOBM.ZTDllIa3AswaIv6JKsARsNihxhb2OAJ5AwIZdUY_Hrc&dib_tag=se&keywords=laptop&qid=1771147463&sr=8-33
Amazon,HP EliteBook 840 G8 14 Inch 1920 x 1080 Full HD Intel Core i5 1145G7 512GB SSD Hard Drive 16GB Memory Windows 11 Pro Cam Notebook Laptop (Refurbished),"22,699
.",,,"22,699
.",https://www.amazon.eg/-/en/HP-EliteBook-Windows-Notebook-Refurbished/dp/B0FL2KJSKK/ref=sr_1_34?dib=eyJ2IjoiMSJ9.yaoaIgJ9SjPUDLMU1KuLa7JdoHT8gAgVOxnvbfpEi3-5XMmrt9vKYbqqp-pCmCy7TK79lzhGqHYCJvyGVZ0lixM7-2FVW6rB7CuSYdkeZo4tXRwYblhNnBVDFonSt6JcAqSOI-MQ2lDAHj8uhVLCvxe4MG59TsodOga0_lIFaVcPIZn7LhPrII9dJibTMKEwNZulQKUs-y8OIIye8Wxe41Dfzx3CQCg3PtMlapSzSA6bwU6agHoUDBB-hHt14T-T680jx2XR2PEHPo7-mVEVsTeAGDqPorUuDJHR7SPrOBM.ZTDllIa3AswaIv6JKsARsNihxhb2OAJ5AwIZdUY_Hrc&dib_tag=se&keywords=laptop&qid=1771147463&sr=8-34
Amazon,ASUS ROG Strix G16 [G614PH-RV161W] AMD Ryzen™ 9 8940HX /16GB DDR5 /1TB SSD/RTX 5050 8GB DDR7 /FHD+ 165Hz /Win 11,"68,888
.",,,"68,888
.",https://www.amazon.eg/-/en/ASUS-Strix-G614PH-RV161W-RyzenTM-8940HX/dp/B0G42LSRS8/ref=sr_1_35?dib=eyJ2IjoiMSJ9.yaoaIgJ9SjPUDLMU1KuLa7JdoHT8gAgVOxnvbfpEi3-5XMmrt9vKYbqqp-pCmCy7TK79lzhGqHYCJvyGVZ0lixM7-2FVW6rB7CuSYdkeZo4tXRwYblhNnBVDFonSt6JcAqSOI-MQ2lDAHj8uhVLCvxe4MG59TsodOga0_lIFaVcPIZn7LhPrII9dJibTMKEwNZulQKUs-y8OIIye8Wxe41Dfzx3CQCg3PtMlapSzSA6bwU6agHoUDBB-hHt14T-T680jx2XR2PEHPo7-mVEVsTeAGDqPorUuDJHR7SPrOBM.ZTDllIa3AswaIv6JKsARsNihxhb2OAJ5AwIZdUY_Hrc&dib_tag=se&keywords=laptop&qid=1771147463&sr=8-35
Amazon,"HP OmniBook 5 Flip14-fp0025ne i5-1334U, 8GB RAM, 512GB SSD, Intel Iris Xe Graphics, 14 Inch Touch 2K, Full backlit keyboard, Windows 11, Silver + Free HP PEN,3 Years Warranty","36,200
.",,,"36,200
.",https://www.amazon.eg/-/en/HP-OmniBook-Flip14-fp0025ne-i5-1334U-Graphics/dp/B0FW124C4S/ref=sr_1_36?dib=eyJ2IjoiMSJ9.yaoaIgJ9SjPUDLMU1KuLa7JdoHT8gAgVOxnvbfpEi3-5XMmrt9vKYbqqp-pCmCy7TK79lzhGqHYCJvyGVZ0lixM7-2FVW6rB7CuSYdkeZo4tXRwYblhNnBVDFonSt6JcAqSOI-MQ2lDAHj8uhVLCvxe4MG59TsodOga0_lIFaVcPIZn7LhPrII9dJibTMKEwNZulQKUs-y8OIIye8Wxe41Dfzx3CQCg3PtMlapSzSA6bwU6agHoUDBB-hHt14T-T680jx2XR2PEHPo7-mVEVsTeAGDqPorUuDJHR7SPrOBM.ZTDllIa3AswaIv6JKsARsNihxhb2OAJ5AwIZdUY_Hrc&dib_tag=se&keywords=laptop&qid=1771147463&sr=8-36
Amazon,"ASUS TUF Gaming F15, Intel Core i7-13620H, 8GB DDR5-4800 * 2, NVIDIA GeForce RTX 4060, 8GB GDDR6, 15.6"" (1920 x 1080) 16:10 144HZ, 1TB SSD, Windows 11 (FX507VV-LP156W) 1 Year Warranty by ASUS","63,150
.",,,"63,150
.",https://www.amazon.eg/-/en/ASUS-Gaming-i7-13620H-DDR5-4800-GeForce/dp/B0D26JC2HM/ref=sr_1_37?dib=eyJ2IjoiMSJ9.yaoaIgJ9SjPUDLMU1KuLa7JdoHT8gAgVOxnvbfpEi3-5XMmrt9vKYbqqp-pCmCy7TK79lzhGqHYCJvyGVZ0lixM7-2FVW6rB7CuSYdkeZo4tXRwYblhNnBVDFonSt6JcAqSOI-MQ2lDAHj8uhVLCvxe4MG59TsodOga0_lIFaVcPIZn7LhPrII9dJibTMKEwNZulQKUs-y8OIIye8Wxe41Dfzx3CQCg3PtMlapSzSA6bwU6agHoUDBB-hHt14T-T680jx2XR2PEHPo7-mVEVsTeAGDqPorUuDJHR7SPrOBM.ZTDllIa3AswaIv6JKsARsNihxhb2OAJ5AwIZdUY_Hrc&dib_tag=se&keywords=laptop&qid=1771147463&sr=8-37
Amazon,"Apple 2025 MacBook Air 13-inch Laptop with M4 chip: Built for Apple Intelligence, 13.6-inch Liquid Retina Display, 16GB Unified Memory, 256GB SSD Storage, 12MP Center Stage Camera, Touch ID; Midnight","47,432
.",,,"47,432
.",https://www.amazon.eg/-/en/Apple-2025-MacBook-13-inch-Laptop/dp/B0DZD9S5GC/ref=sr_1_38?dib=eyJ2IjoiMSJ9.yaoaIgJ9SjPUDLMU1KuLa7JdoHT8gAgVOxnvbfpEi3-5XMmrt9vKYbqqp-pCmCy7TK79lzhGqHYCJvyGVZ0lixM7-2FVW6rB7CuSYdkeZo4tXRwYblhNnBVDFonSt6JcAqSOI-MQ2lDAHj8uhVLCvxe4MG59TsodOga0_lIFaVcPIZn7LhPrII9dJibTMKEwNZulQKUs-y8OIIye8Wxe41Dfzx3CQCg3PtMlapSzSA6bwU6agHoUDBB-hHt14T-T680jx2XR2PEHPo7-mVEVsTeAGDqPorUuDJHR7SPrOBM.ZTDllIa3AswaIv6JKsARsNihxhb2OAJ5AwIZdUY_Hrc&dib_tag=se&keywords=laptop&qid=1771147463&sr=8-38
Amazon,"Lenovo Legion 5 15IAX10 Gaming Laptop, Intel Core Ultra 9 275HX, 32GB RAM, 1TB SSD, RTX 5070 8GB, 15.1"" OLED, 165Hz, DOS, 3-Years Warranty, 83F00072ED","102,179
.",,,"102,179
.",https://www.amazon.eg/-/en/Lenovo-15IAX10-3-Years-Warranty-83F00072ED/dp/B0G44MSWLX/ref=sr_1_39?dib=eyJ2IjoiMSJ9.yaoaIgJ9SjPUDLMU1KuLa7JdoHT8gAgVOxnvbfpEi3-5XMmrt9vKYbqqp-pCmCy7TK79lzhGqHYCJvyGVZ0lixM7-2FVW6rB7CuSYdkeZo4tXRwYblhNnBVDFonSt6JcAqSOI-MQ2lDAHj8uhVLCvxe4MG59TsodOga0_lIFaVcPIZn7LhPrII9dJibTMKEwNZulQKUs-y8OIIye8Wxe41Dfzx3CQCg3PtMlapSzSA6bwU6agHoUDBB-hHt14T-T680jx2XR2PEHPo7-mVEVsTeAGDqPorUuDJHR7SPrOBM.ZTDllIa3AswaIv6JKsARsNihxhb2OAJ5AwIZdUY_Hrc&dib_tag=se&keywords=laptop&qid=1771147463&sr=8-39
Amazon,"Dell Latitude 5490 Notebook 14“ FHD (1920 x 1080) Business Laptop, Intel Core i5-8350 Up to 3.4GHz, 16GB RAM 512GB SSD, Bluetooth, Wi-Fi, CAM, HDMI, DP, VGA Windows 10 Pro (Renewed)","17,199
.",,,"17,199
.",https://www.amazon.eg/-/en/Dell-Latitude-5490-Laptop-Bluetooth/dp/B0CFL9TGDG/ref=sr_1_40?dib=eyJ2IjoiMSJ9.yaoaIgJ9SjPUDLMU1KuLa7JdoHT8gAgVOxnvbfpEi3-5XMmrt9vKYbqqp-pCmCy7TK79lzhGqHYCJvyGVZ0lixM7-2FVW6rB7CuSYdkeZo4tXRwYblhNnBVDFonSt6JcAqSOI-MQ2lDAHj8uhVLCvxe4MG59TsodOga0_lIFaVcPIZn7LhPrII9dJibTMKEwNZulQKUs-y8OIIye8Wxe41Dfzx3CQCg3PtMlapSzSA6bwU6agHoUDBB-hHt14T-T680jx2XR2PEHPo7-mVEVsTeAGDqPorUuDJHR7SPrOBM.ZTDllIa3AswaIv6JKsARsNihxhb2OAJ5AwIZdUY_Hrc&dib_tag=se&keywords=laptop&qid=1771147463&sr=8-40
Amazon,"Apple 2020 MacBook Air Laptop: Apple M1 Chip, 13” Retina Display, 8GB RAM, 256GB SSD Storage, Backlit Keyboard, FaceTime HD Camera, Touch ID. Works with iPhone/iPad; Space Gray ; Arabic/English","32,949
.",,,"32,949
.",https://www.amazon.eg/-/en/Apple-2020-MacBook-Air-Laptop/dp/B08NHHX7RT/ref=sr_1_41?dib=eyJ2IjoiMSJ9.yaoaIgJ9SjPUDLMU1KuLa7JdoHT8gAgVOxnvbfpEi3-5XMmrt9vKYbqqp-pCmCy7TK79lzhGqHYCJvyGVZ0lixM7-2FVW6rB7CuSYdkeZo4tXRwYblhNnBVDFonSt6JcAqSOI-MQ2lDAHj8uhVLCvxe4MG59TsodOga0_lIFaVcPIZn7LhPrII9dJibTMKEwNZulQKUs-y8OIIye8Wxe41Dfzx3CQCg3PtMlapSzSA6bwU6agHoUDBB-hHt14T-T680jx2XR2PEHPo7-mVEVsTeAGDqPorUuDJHR7SPrOBM.ZTDllIa3AswaIv6JKsARsNihxhb2OAJ5AwIZdUY_Hrc&dib_tag=se&keywords=laptop&qid=1771147463&sr=8-41
Amazon,"Lenovo IdeaPad 1, CPU: Intel® Core™ i7-1255U, 8GB Soldered DDR4-3200, Display: 15.6"" FHD (1920x1080) TN 220nits Anti-glare, 512GB SSD, Windows® 11 Home(82QD008LED)","29,262
.",,,"29,262
.",https://www.amazon.eg/-/en/Lenovo-IdeaPad-CPU-Anti-glare-82QD008LED/dp/B0C5F41H34/ref=sr_1_42?dib=eyJ2IjoiMSJ9.yaoaIgJ9SjPUDLMU1KuLa7JdoHT8gAgVOxnvbfpEi3-5XMmrt9vKYbqqp-pCmCy7TK79lzhGqHYCJvyGVZ0lixM7-2FVW6rB7CuSYdkeZo4tXRwYblhNnBVDFonSt6JcAqSOI-MQ2lDAHj8uhVLCvxe4MG59TsodOga0_lIFaVcPIZn7LhPrII9dJibTMKEwNZulQKUs-y8OIIye8Wxe41Dfzx3CQCg3PtMlapSzSA6bwU6agHoUDBB-hHt14T-T680jx2XR2PEHPo7-mVEVsTeAGDqPorUuDJHR7SPrOBM.ZTDllIa3AswaIv6JKsARsNihxhb2OAJ5AwIZdUY_Hrc&dib_tag=se&keywords=laptop&qid=1771147463&sr=8-42
Amazon,"HP Victus Gaming Laptop 15-fb3015ne Ryzen 7-7445HS, 16GB Ram, 512GB-SSD, RTX 4050 6GB, 15.6""-FHD, 300nits, 144Hz, Full Keyboard, Free Game Pass 3 Months, Windows 11, 3 Years Warranty","45,596
.",,,"45,596
.",https://www.amazon.eg/-/en/HP-15-fb3015ne-7-7445HS-512GB-SSD-Keyboard/dp/B0FVXT46RH/ref=sr_1_43?dib=eyJ2IjoiMSJ9.yaoaIgJ9SjPUDLMU1KuLa7JdoHT8gAgVOxnvbfpEi3-5XMmrt9vKYbqqp-pCmCy7TK79lzhGqHYCJvyGVZ0lixM7-2FVW6rB7CuSYdkeZo4tXRwYblhNnBVDFonSt6JcAqSOI-MQ2lDAHj8uhVLCvxe4MG59TsodOga0_lIFaVcPIZn7LhPrII9dJibTMKEwNZulQKUs-y8OIIye8Wxe41Dfzx3CQCg3PtMlapSzSA6bwU6agHoUDBB-hHt14T-T680jx2XR2PEHPo7-mVEVsTeAGDqPorUuDJHR7SPrOBM.ZTDllIa3AswaIv6JKsARsNihxhb2OAJ5AwIZdUY_Hrc&dib_tag=se&keywords=laptop&qid=1771147463&sr=8-43
Amazon,"Lenovo Legion Pro 7 16IAX10H Gaming Laptop Intel Core Ultra 9 275HX, 64GB RAM, 2TB SSD, RTX 5080 16GB, 16-inch WQXGA 240Hz,100% sRGB with G-Sync, Win11","188,880
.",,,"188,880
.",https://www.amazon.eg/-/en/Lenovo-Legion-16IAX10H-Gaming-16-inch/dp/B0GDZ136V8/ref=sr_1_44?dib=eyJ2IjoiMSJ9.yaoaIgJ9SjPUDLMU1KuLa7JdoHT8gAgVOxnvbfpEi3-5XMmrt9vKYbqqp-pCmCy7TK79lzhGqHYCJvyGVZ0lixM7-2FVW6rB7CuSYdkeZo4tXRwYblhNnBVDFonSt6JcAqSOI-MQ2lDAHj8uhVLCvxe4MG59TsodOga0_lIFaVcPIZn7LhPrII9dJibTMKEwNZulQKUs-y8OIIye8Wxe41Dfzx3CQCg3PtMlapSzSA6bwU6agHoUDBB-hHt14T-T680jx2XR2PEHPo7-mVEVsTeAGDqPorUuDJHR7SPrOBM.ZTDllIa3AswaIv6JKsARsNihxhb2OAJ5AwIZdUY_Hrc&dib_tag=se&keywords=laptop&qid=1771147463&sr=8-44
Amazon,"DELL G15 5530 Gaming Laptop -13th Intel Core i5-13450HX, 16GB DDR5-4800 MHz RAM, 512GB SSD, NVIDIA GeForce RTX 3050 6GB GDDR6 Graphics, 15.6"" FHD (1920x1080) 120Hz, 4Z RGB, Ubuntu","43,600
.",,,"43,600
.",https://www.amazon.eg/-/en/G15-5530-i5-13450HX-RTX-3050/dp/B0DCDWQ95D/ref=sr_1_45?dib=eyJ2IjoiMSJ9.yaoaIgJ9SjPUDLMU1KuLa7JdoHT8gAgVOxnvbfpEi3-5XMmrt9vKYbqqp-pCmCy7TK79lzhGqHYCJvyGVZ0lixM7-2FVW6rB7CuSYdkeZo4tXRwYblhNnBVDFonSt6JcAqSOI-MQ2lDAHj8uhVLCvxe4MG59TsodOga0_lIFaVcPIZn7LhPrII9dJibTMKEwNZulQKUs-y8OIIye8Wxe41Dfzx3CQCg3PtMlapSzSA6bwU6agHoUDBB-hHt14T-T680jx2XR2PEHPo7-mVEVsTeAGDqPorUuDJHR7SPrOBM.ZTDllIa3AswaIv6JKsARsNihxhb2OAJ5AwIZdUY_Hrc&dib_tag=se&keywords=laptop&qid=1771147463&sr=8-45
